,City1,City2,Month,Passenger Count,Flight Count,Average Capacity (%),Flight Distance (km),Actual Passenger Distance (km),Potential Passenger Distance (km),Seats,Plane Size (seats)
260,ADELAIDE,SYDNEY,1984-07-01,34393,354,77.2,1167,40136631,51990455,44551,125.85028248587571
261,ALBURY,SYDNEY,1984-07-01,8375,184,79.1,452,3785500,4785714,10588,57.54347826086956
262,ALICE SPRINGS,DARWIN,1984-07-01,9526,84,79.3,1305,12431430,15676456,12013,143.01190476190476
263,ALICE SPRINGS,SYDNEY,1984-07-01,3105,31,79.9,2022,6278310,7857710,3886,125.35483870967742
264,BRISBANE,CAIRNS,1984-07-01,2298,30,83.0,1391,3196518,3851227,2769,92.3
265,BRISBANE,CANBERRA,1984-07-01,230,6,37.6,956,219880,584787,612,102.0
266,BRISBANE,DARWIN,1984-07-01,2878,25,75.6,2852,8208056,10857217,3807,152.28
267,BRISBANE,MACKAY,1984-07-01,837,15,54.2,797,667089,1230792,1544,102.93333333333334
268,BRISBANE,MELBOURNE,1984-07-01,27400,300,77.9,1381,37839400,48574326,35173,117.24333333333334
269,BRISBANE,PERTH,1984-07-01,377,4,65.5,3615,1362855,2080695,576,144.0
270,BRISBANE,PROSERPINE,1984-07-01,6387,92,67.9,895,5716365,8418800,9406,102.23913043478261
271,BRISBANE,ROCKHAMPTON,1984-07-01,22303,296,75.7,518,11552954,15261498,29462,99.53378378378379
272,BRISBANE,SYDNEY,1984-07-01,101858,1007,72.9,753,76699074,105211350,139723,138.75173783515393
273,BRISBANE,TOWNSVILLE,1984-07-01,39107,420,86.9,1112,43486984,50042559,45002,107.14761904761905
274,BROOME,PERTH,1984-07-01,326,6,81.1,1677,546702,674109,402,67.0
275,CANBERRA,MELBOURNE,1984-07-01,30037,388,63.0,470,14117390,22408556,47678,122.88144329896907
276,CANBERRA,SYDNEY,1984-07-01,45105,618,65.7,236,10644780,16202100,68653,111.08899676375404
277,COFFS HARBOUR,SYDNEY,1984-07-01,5827,150,74.7,443,2581361,3455637,7801,52.00666666666667
278,DARWIN,SYDNEY,1984-07-01,73,1,71.6,3155,230315,321669,102,102.0
279,DEVONPORT,MELBOURNE,1984-07-01,4038,184,49.9,412,1663656,3333980,8092,43.97826086956522
280,DUBBO,SYDNEY,1984-07-01,5376,145,67.9,310,1666560,2454433,7918,54.60689655172414
281,GOLD COAST,SYDNEY,1984-07-01,26031,333,70.1,680,17701080,25251184,37134,111.51351351351352
282,HOBART,MELBOURNE,1984-07-01,19511,312,67.2,618,12057798,17943152,29034,93.0576923076923
283,KALGOORLIE,PERTH,1984-07-01,6150,218,62.2,538,3308700,5319453,9887,45.35321100917431
284,KARRATHA,PERTH,1984-07-01,8661,154,85.2,1250,10826250,12706866,10165,66.00649350649351
285,LAUNCESTON,MELBOURNE,1984-07-01,22796,484,69.7,476,10850896,15568000,32706,67.57438016528926
286,MELBOURNE,BURNIE,1984-07-01,4787,214,54.4,378,1809486,3326261,8800,41.12149532710281
287,MELBOURNE,GOLD COAST,1984-07-01,10909,107,83.1,1330,14508970,17459651,13128,122.69158878504673
288,MELBOURNE,MILDURA,1984-07-01,3168,317,40.3,457,1447776,3592496,7861,24.798107255520506
289,MELBOURNE,PERTH,1984-07-01,20940,227,73.9,2706,56663640,76676103,28336,124.82819383259911
290,MELBOURNE,SYDNEY,1984-07-01,158759,1436,70.1,706,112083854,159891375,226475,157.7123955431755
291,PERTH,SYDNEY,1984-07-01,11721,109,74.4,3284,38491764,51736242,15754,144.5321100917431
292,SUNSHINE COAST,SYDNEY,1984-07-01,2783,84,50.5,837,2329371,4612616,5511,65.60714285714286
293,SYDNEY,TOWNSVILLE,1984-07-01,8320,91,86.9,1690,14060800,16180437,9574,105.20879120879121
294,SYDNEY,WAGGA WAGGA,1984-07-01,5167,157,63.5,367,1896289,2986282,8137,51.82802547770701
295,ADELAIDE,ALICE SPRINGS,1984-08-01,15433,135,83.7,1316,20309828,24265027,18438,136.57777777777778
296,ADELAIDE,BRISBANE,1984-08-01,3662,39,75.6,1622,5939764,7856831,4844,124.2051282051282
297,ADELAIDE,CANBERRA,1984-08-01,1240,13,87.8,972,1205280,1372756,1412,108.61538461538461
298,ADELAIDE,DARWIN,1984-08-01,3535,36,74.2,2619,9258165,12477311,4764,132.33333333333334
299,ADELAIDE,GOLD COAST,1984-08-01,1255,16,68.1,1607,2016785,2961505,1843,115.1875
300,ADELAIDE,MELBOURNE,1984-08-01,62490,719,75.3,643,40181070,53361315,82988,115.42141863699582
301,ADELAIDE,PERTH,1984-08-01,16601,145,77.7,2120,35194120,45294878,21366,147.35172413793103
302,ADELAIDE,SYDNEY,1984-08-01,38870,377,79.9,1167,45361290,56772578,48648,129.0397877984085
303,ALBURY,SYDNEY,1984-08-01,9686,193,84.8,452,4378072,5162821,11422,59.181347150259064
304,ALICE SPRINGS,DARWIN,1984-08-01,9922,86,81.5,1305,12948210,15887374,12174,141.5581395348837
305,ALICE SPRINGS,SYDNEY,1984-08-01,3399,35,80.2,2022,6872778,8569549,4238,121.08571428571429
306,BRISBANE,CAIRNS,1984-08-01,2487,36,72.3,1391,3459417,4784809,3440,95.55555555555556
307,BRISBANE,CANBERRA,1984-08-01,359,6,54.9,956,343204,625144,654,109.0
308,BRISBANE,DARWIN,1984-08-01,2851,24,76.0,2852,8131052,10698753,3751,156.29166666666666
309,BRISBANE,MACKAY,1984-08-01,128,7,66.0,797,102016,154570,194,27.714285714285715
310,BRISBANE,MELBOURNE,1984-08-01,40046,384,81.4,1381,55303526,67940450,49197,128.1171875
311,BRISBANE,PERTH,1984-08-01,443,4,76.9,3615,1601445,2082503,576,144.0
312,BRISBANE,PROSERPINE,1984-08-01,7804,90,77.0,895,6984580,9070883,10135,112.61111111111111
313,BRISBANE,ROCKHAMPTON,1984-08-01,22526,303,76.7,518,11668468,15213126,29369,96.92739273927393
314,BRISBANE,SYDNEY,1984-08-01,106408,1028,75.9,753,80125224,105566830,140195,136.37645914396887
315,BRISBANE,TOWNSVILLE,1984-08-01,37345,406,84.3,1112,41527640,49261732,44300,109.11330049261083
316,BROOME,PERTH,1984-08-01,716,15,74.9,1677,1200732,1603113,956,63.733333333333334
317,CAIRNS,SYDNEY,1984-08-01,135,2,66.2,1971,266085,401941,204,102.0
318,CANBERRA,MELBOURNE,1984-08-01,30166,407,60.6,470,14178020,23396073,49779,122.3071253071253
319,CANBERRA,SYDNEY,1984-08-01,46224,637,66.2,236,10908864,16478647,69825,109.61538461538461
320,COFFS HARBOUR,SYDNEY,1984-08-01,5715,142,78.9,443,2531745,3208802,7243,51.00704225352113
321,DARWIN,SYDNEY,1984-08-01,161,1,76.3,3155,507955,665734,211,211.0
322,DEVONPORT,MELBOURNE,1984-08-01,4821,185,59.8,412,1986252,3321492,8062,43.57837837837838
323,DUBBO,SYDNEY,1984-08-01,5685,136,73.9,310,1762350,2384777,7693,56.56617647058823
324,GOLD COAST,SYDNEY,1984-08-01,33807,416,70.8,680,22988760,32470000,47750,114.78365384615384
325,HOBART,MELBOURNE,1984-08-01,23231,331,70.9,618,14356758,20249306,32766,98.99093655589124
326,KALGOORLIE,PERTH,1984-08-01,6485,245,60.9,538,3488930,5728949,10649,43.46530612244898
327,KARRATHA,PERTH,1984-08-01,8586,166,79.8,1250,10732500,13449248,10759,64.8132530120482
328,LAUNCESTON,MELBOURNE,1984-08-01,28023,565,72.0,476,13338948,18526317,38921,68.88672566371682
329,MELBOURNE,BURNIE,1984-08-01,6002,230,63.2,378,2268756,3589804,9497,41.291304347826085
330,MELBOURNE,GOLD COAST,1984-08-01,26810,227,81.2,1330,35657300,43912931,33017,145.44933920704847
331,MELBOURNE,MILDURA,1984-08-01,3005,312,37.5,457,1373285,3662093,8013,25.682692307692307
332,MELBOURNE,PERTH,1984-08-01,24727,252,75.8,2706,66911262,88273433,32621,129.4484126984127
333,MELBOURNE,SYDNEY,1984-08-01,173440,1492,73.1,706,122448640,167508399,237264,159.0241286863271
334,PERTH,SYDNEY,1984-08-01,15350,133,77.9,3284,50409400,64710398,19705,148.1578947368421
335,SUNSHINE COAST,SYDNEY,1984-08-01,3493,87,61.0,837,2923641,4792854,5726,65.816091954023
336,SYDNEY,TOWNSVILLE,1984-08-01,8369,92,87.3,1690,14143610,16201157,9586,104.19565217391305
337,SYDNEY,WAGGA WAGGA,1984-08-01,4675,138,65.9,367,1715725,2603528,7094,51.405797101449274
338,ADELAIDE,ALICE SPRINGS,1984-09-01,13601,125,79.5,1316,17898916,22514360,17108,136.864
339,ADELAIDE,BRISBANE,1984-09-01,3897,39,74.3,1622,6320934,8507314,5245,134.48717948717947
340,ADELAIDE,CANBERRA,1984-09-01,1258,12,89.6,972,1222776,1364705,1404,117.0
341,ADELAIDE,DARWIN,1984-09-01,2260,25,69.2,2619,5918940,8553382,3266,130.64
342,ADELAIDE,GOLD COAST,1984-09-01,1817,20,78.7,1607,2919919,3710189,2309,115.45
343,ADELAIDE,MELBOURNE,1984-09-01,56406,657,71.1,643,36269058,51011333,79333,120.7503805175038
344,ADELAIDE,PERTH,1984-09-01,16602,136,83.1,2120,35196240,42354079,19978,146.89705882352942
345,ADELAIDE,SYDNEY,1984-09-01,37840,378,78.5,1167,44159280,56253860,48204,127.52380952380952
346,ALBURY,SYDNEY,1984-09-01,9464,191,84.8,452,4277728,5044491,11160,58.42931937172775
347,ALICE SPRINGS,DARWIN,1984-09-01,9068,77,82.1,1305,11833740,14413812,11045,143.44155844155844
348,ALICE SPRINGS,SYDNEY,1984-09-01,2859,31,73.5,2022,5780898,7865167,3890,125.48387096774194
349,BRISBANE,CAIRNS,1984-09-01,4202,57,74.7,1391,5844982,7824608,5625,98.6842105263158
350,BRISBANE,CANBERRA,1984-09-01,432,8,53.6,956,412992,770507,806,100.75
351,BRISBANE,DARWIN,1984-09-01,1556,12,83.6,2852,4437712,5308268,1861,155.08333333333334
352,BRISBANE,MACKAY,1984-09-01,300,10,56.4,797,239100,423936,532,53.2
353,BRISBANE,MELBOURNE,1984-09-01,35555,361,82.2,1381,49101455,59734130,43254,119.81717451523545
354,BRISBANE,PERTH,1984-09-01,462,5,64.2,3615,1670130,2601449,720,144.0
355,BRISBANE,PROSERPINE,1984-09-01,8177,89,81.5,895,7318415,8979650,10033,112.73033707865169
356,BRISBANE,ROCKHAMPTON,1984-09-01,25175,310,81.8,518,13040650,15942115,30776,99.27741935483871
357,BRISBANE,SYDNEY,1984-09-01,103091,1001,74.5,753,77627523,104198017,138377,138.23876123876124
358,BRISBANE,TOWNSVILLE,1984-09-01,37353,397,85.6,1112,41536536,48523991,43637,109.91687657430731
359,BROOME,PERTH,1984-09-01,641,12,82.6,1677,1074957,1301401,776,64.66666666666667
360,CAIRNS,SYDNEY,1984-09-01,215,2,87.4,1971,423765,484857,246,123.0
361,CANBERRA,MELBOURNE,1984-09-01,29011,381,62.5,470,13635170,21816272,46418,121.83202099737532
362,CANBERRA,SYDNEY,1984-09-01,44942,606,65.3,236,10606312,16242438,68824,113.57095709570957
363,COFFS HARBOUR,SYDNEY,1984-09-01,5986,166,70.0,443,2651798,3788283,8551,51.51204819277108
364,DEVONPORT,MELBOURNE,1984-09-01,6154,212,63.2,412,2535448,4011785,9737,45.929245283018865
365,DUBBO,SYDNEY,1984-09-01,6036,162,68.0,310,1871160,2751706,8876,54.79012345679013
366,GOLD COAST,SYDNEY,1984-09-01,37814,441,74.4,680,25713520,34561183,50825,115.24943310657596
367,HOBART,MELBOURNE,1984-09-01,28330,387,69.3,618,17507940,25263983,40880,105.63307493540051
368,KALGOORLIE,PERTH,1984-09-01,6444,226,65.7,538,3466872,5276822,9808,43.39823008849557
369,KARRATHA,PERTH,1984-09-01,8482,167,78.4,1250,10602500,13523597,10819,64.78443113772455
370,LAUNCESTON,MELBOURNE,1984-09-01,32119,604,68.8,476,15288644,22221866,46685,77.29304635761589
371,MELBOURNE,BURNIE,1984-09-01,6733,232,67.4,378,2545074,3776074,9990,43.060344827586206
372,MELBOURNE,GOLD COAST,1984-09-01,19715,167,83.2,1330,26220950,31515565,23696,141.89221556886227
373,MELBOURNE,MILDURA,1984-09-01,3128,286,43.5,457,1429496,3286198,7191,25.143356643356643
374,MELBOURNE,PERTH,1984-09-01,30735,277,75.7,2706,83168910,109866460,40601,146.5740072202166
375,MELBOURNE,SYDNEY,1984-09-01,160397,1430,71.9,706,113240282,157496915,223083,156.00209790209792
376,PERTH,SYDNEY,1984-09-01,16611,132,84.4,3284,54550524,64633322,19681,149.09848484848484
377,SUNSHINE COAST,SYDNEY,1984-09-01,4478,105,66.5,837,3748086,5636220,6734,64.13333333333334
378,SYDNEY,TOWNSVILLE,1984-09-01,8909,93,84.2,1690,15056210,17881485,10581,113.7741935483871
379,SYDNEY,WAGGA WAGGA,1984-09-01,5408,163,65.3,367,1984736,3039412,8282,50.809815950920246
380,ADELAIDE,ALICE SPRINGS,1984-10-01,12518,129,74.3,1316,16473688,22171855,16848,130.6046511627907
381,ADELAIDE,BRISBANE,1984-10-01,3192,39,69.8,1622,5177424,7417513,4573,117.25641025641026
382,ADELAIDE,CANBERRA,1984-10-01,1285,14,87.9,972,1249020,1420956,1462,104.42857142857143
383,ADELAIDE,DARWIN,1984-10-01,1491,17,65.4,2619,3904929,5970839,2280,134.11764705882354
384,ADELAIDE,GOLD COAST,1984-10-01,1368,16,83.6,1607,2198376,2629636,1636,102.25
385,ADELAIDE,MELBOURNE,1984-10-01,58098,698,73.6,643,37357014,50756813,78938,113.09169054441261
386,ADELAIDE,PERTH,1984-10-01,17742,142,82.8,2120,37613040,45426377,21428,150.90140845070422
387,ADELAIDE,SYDNEY,1984-10-01,36880,367,78.0,1167,43038960,55178154,47282,128.83378746594005
388,ALBURY,SYDNEY,1984-10-01,9610,185,84.3,452,4343720,5152693,11400,61.62162162162162
389,ALICE SPRINGS,DARWIN,1984-10-01,8120,78,73.4,1305,10596600,14436785,11063,141.83333333333334
390,ALICE SPRINGS,SYDNEY,1984-10-01,2323,30,63.5,2022,4697106,7397017,3658,121.93333333333334
391,BRISBANE,CAIRNS,1984-10-01,1085,17,72.7,1391,1509235,2075977,1492,87.76470588235294
392,BRISBANE,CANBERRA,1984-10-01,473,9,49.8,956,452188,908008,950,105.55555555555556
393,BRISBANE,DARWIN,1984-10-01,518,4,89.9,2852,1477336,1643310,576,144.0
394,BRISBANE,MACKAY,1984-10-01,259,9,54.0,797,206423,382265,480,53.333333333333336
395,BRISBANE,MELBOURNE,1984-10-01,29833,331,78.7,1381,41199373,52349902,37907,114.5226586102719
396,BRISBANE,PERTH,1984-10-01,358,4,62.2,3615,1294170,2080659,576,144.0
397,BRISBANE,PROSERPINE,1984-10-01,7175,90,76.9,895,6421625,8350618,9330,103.66666666666667
398,BRISBANE,ROCKHAMPTON,1984-10-01,22706,290,80.1,518,11761708,14683780,28347,97.74827586206897
399,BRISBANE,SYDNEY,1984-10-01,102016,994,71.9,753,76818048,106840122,141886,142.74245472837023
400,BRISBANE,TOWNSVILLE,1984-10-01,35255,401,81.0,1112,39203560,48399457,43525,108.54114713216957
401,BROOME,PERTH,1984-10-01,453,8,82.4,1677,759681,921943,550,68.75
403,CANBERRA,MELBOURNE,1984-10-01,32384,402,64.1,470,15220480,23744899,50521,125.67412935323384
404,CANBERRA,SYDNEY,1984-10-01,47900,641,65.9,236,11304400,17153869,72686,113.39469578783151
405,COFFS HARBOUR,SYDNEY,1984-10-01,6249,157,76.8,443,2768307,3604566,8137,51.82802547770701
406,DARWIN,SYDNEY,1984-10-01,141,2,49.0,3155,444855,907867,288,144.0
407,DEVONPORT,MELBOURNE,1984-10-01,4887,184,52.8,412,2013444,3813341,9256,50.30434782608695
408,DUBBO,SYDNEY,1984-10-01,6591,154,80.2,310,2043210,2547643,8218,53.36363636363637
409,GOLD COAST,SYDNEY,1984-10-01,34913,389,78.9,680,23740840,30089785,44250,113.75321336760925
410,HOBART,MELBOURNE,1984-10-01,26895,338,74.5,618,16621110,22310215,36101,106.8076923076923
411,KALGOORLIE,PERTH,1984-10-01,6929,245,67.6,538,3727802,5514500,10250,41.83673469387755
412,KARRATHA,PERTH,1984-10-01,6987,151,75.7,1250,8733750,11537318,9230,61.12582781456954
413,LAUNCESTON,MELBOURNE,1984-10-01,31514,610,71.0,476,15000664,21127696,44386,72.76393442622951
414,MELBOURNE,BURNIE,1984-10-01,5979,220,59.2,378,2260062,3817672,10100,45.90909090909091
415,MELBOURNE,GOLD COAST,1984-10-01,15354,136,87.8,1330,20420820,23258337,17487,128.5808823529412
416,MELBOURNE,MILDURA,1984-10-01,3724,354,38.8,457,1701868,4386258,9598,27.112994350282484
417,MELBOURNE,PERTH,1984-10-01,26959,263,74.3,2706,72951054,98184460,36284,137.9619771863118
418,MELBOURNE,SYDNEY,1984-10-01,172413,1534,71.7,706,121723578,169767891,240464,156.7561929595828
419,PERTH,SYDNEY,1984-10-01,15195,123,83.3,3284,49900380,59904418,18241,148.3008130081301
420,SUNSHINE COAST,SYDNEY,1984-10-01,3754,89,67.1,837,3142098,4682709,5595,62.86516853932584
421,SYDNEY,TOWNSVILLE,1984-10-01,6491,78,80.1,1690,10969790,13695119,8104,103.8974358974359
422,SYDNEY,WAGGA WAGGA,1984-10-01,5649,168,65.7,367,2073183,3155530,8598,51.17857142857143
423,ADELAIDE,ALICE SPRINGS,1984-11-01,11882,114,76.4,1316,15636712,20466901,15552,136.42105263157896
424,ADELAIDE,BRISBANE,1984-11-01,2531,34,62.2,1622,4105282,6600132,4069,119.67647058823529
425,ADELAIDE,CANBERRA,1984-11-01,1639,17,86.5,972,1593108,1841743,1895,111.47058823529412
426,ADELAIDE,DARWIN,1984-11-01,1442,13,77.0,2619,3776598,4904673,1873,144.07692307692307
427,ADELAIDE,GOLD COAST,1984-11-01,952,16,61.3,1607,1529864,2495700,1553,97.0625
428,ADELAIDE,MELBOURNE,1984-11-01,58096,693,73.0,643,37355728,51172230,79584,114.83982683982684
429,ADELAIDE,PERTH,1984-11-01,15797,129,85.3,2120,33489640,39261008,18519,143.5581395348837
430,ADELAIDE,SYDNEY,1984-11-01,33471,338,78.4,1167,39060657,49822267,42693,126.31065088757397
431,ALBURY,SYDNEY,1984-11-01,10320,189,78.7,452,4664640,5927116,13113,69.38095238095238
432,ALICE SPRINGS,DARWIN,1984-11-01,6870,69,69.1,1305,8965350,12974457,9942,144.08695652173913
433,ALICE SPRINGS,SYDNEY,1984-11-01,2597,29,67.6,2022,5251134,7767950,3842,132.48275862068965
434,BRISBANE,CAIRNS,1984-11-01,237,11,40.6,1391,329667,811988,584,53.09090909090909
435,BRISBANE,CANBERRA,1984-11-01,309,8,37.9,956,295404,779430,815,101.875
436,BRISBANE,DARWIN,1984-11-01,1141,12,66.0,2852,3254132,4930503,1729,144.08333333333334
437,BRISBANE,MACKAY,1984-11-01,1630,58,83.8,797,1299110,1550251,1945,33.53448275862069
438,BRISBANE,MELBOURNE,1984-11-01,28487,326,78.2,1381,39340547,50307605,36428,111.74233128834356
439,BRISBANE,PERTH,1984-11-01,325,4,56.4,3615,1174875,2083112,576,144.0
440,BRISBANE,PROSERPINE,1984-11-01,5864,85,68.0,895,5248280,7718059,8624,101.45882352941176
441,BRISBANE,ROCKHAMPTON,1984-11-01,18425,289,67.8,518,9544150,14076917,27176,94.03460207612457
442,BRISBANE,SYDNEY,1984-11-01,98657,983,72.0,753,74288721,103178779,137024,139.3936927772126
443,BRISBANE,TOWNSVILLE,1984-11-01,33101,387,82.2,1112,36808312,44778968,40269,104.05426356589147
444,BROOME,PERTH,1984-11-01,220,4,82.1,1677,368940,449379,268,67.0
445,CAIRNS,SYDNEY,1984-11-01,184,2,74.8,1971,362664,484845,246,123.0
446,CANBERRA,MELBOURNE,1984-11-01,33606,392,70.0,470,15794820,22564029,48009,122.47193877551021
447,CANBERRA,SYDNEY,1984-11-01,48623,753,63.5,236,11475028,18070910,76572,101.68924302788845
448,COFFS HARBOUR,SYDNEY,1984-11-01,5891,148,76.8,443,2609713,3398064,7671,51.83108108108108
449,DEVONPORT,MELBOURNE,1984-11-01,5306,193,58.1,412,2186072,3762602,9133,47.32124352331606
450,DUBBO,SYDNEY,1984-11-01,5908,147,75.9,310,1831480,2413017,7784,52.95238095238095
451,GOLD COAST,SYDNEY,1984-11-01,33429,396,76.5,680,22731720,29714667,43698,110.34848484848484
452,HOBART,MELBOURNE,1984-11-01,24071,321,76.4,618,14875878,19471045,31507,98.15264797507788
453,KALGOORLIE,PERTH,1984-11-01,6384,238,63.9,538,3434592,5374948,9991,41.97899159663866
454,KARRATHA,PERTH,1984-11-01,6747,148,73.2,1250,8433750,11521516,9217,62.277027027027025
455,LAUNCESTON,MELBOURNE,1984-11-01,29893,533,69.2,476,14229068,20562237,43198,81.046904315197
456,MELBOURNE,BURNIE,1984-11-01,5355,171,66.2,378,2024190,3057689,8089,47.30409356725146
457,MELBOURNE,GOLD COAST,1984-11-01,9602,85,87.8,1330,12770660,14545171,10936,128.65882352941176
458,MELBOURNE,MILDURA,1984-11-01,3842,335,42.9,457,1755794,4092760,8956,26.734328358208955
459,MELBOURNE,PERTH,1984-11-01,23668,227,80.2,2706,64045608,79857367,29511,130.00440528634363
460,MELBOURNE,SYDNEY,1984-11-01,177973,1529,73.5,706,125648938,170950936,242140,158.36494440810986
461,PERTH,SYDNEY,1984-11-01,14354,122,78.8,3284,47138536,59820477,18216,149.31147540983608
462,SUNSHINE COAST,SYDNEY,1984-11-01,3900,107,57.9,837,3264300,5637824,6736,62.953271028037385
463,SYDNEY,TOWNSVILLE,1984-11-01,3038,37,73.4,1690,5134220,6994850,4139,111.86486486486487
464,SYDNEY,WAGGA WAGGA,1984-11-01,5338,162,64.1,367,1959046,3056234,8328,51.407407407407405
465,ADELAIDE,ALICE SPRINGS,1984-12-01,10760,106,74.7,1316,14160160,18956037,14404,135.88679245283018
466,ADELAIDE,BRISBANE,1984-12-01,3737,35,87.6,1622,6061414,6919422,4266,121.88571428571429
467,ADELAIDE,CANBERRA,1984-12-01,1383,15,75.7,972,1344276,1775794,1827,121.8
468,ADELAIDE,DARWIN,1984-12-01,4319,37,77.9,2619,11311461,14520489,5544,149.83783783783784
469,ADELAIDE,GOLD COAST,1984-12-01,1247,16,74.8,1607,2003929,2679049,1667,104.1875
470,ADELAIDE,MELBOURNE,1984-12-01,49776,621,68.7,643,32005968,46588017,72454,116.6731078904992
471,ADELAIDE,PERTH,1984-12-01,16358,133,85.9,2120,34678960,40371315,19043,143.18045112781954
472,ADELAIDE,SYDNEY,1984-12-01,35490,355,79.7,1167,41416830,51965910,44529,125.4338028169014
473,ALBURY,SYDNEY,1984-12-01,10929,192,81.4,452,4939908,6068683,13426,69.92708333333333
474,ALICE SPRINGS,DARWIN,1984-12-01,6103,67,64.9,1305,7964415,12271826,9404,140.3582089552239
475,ALICE SPRINGS,SYDNEY,1984-12-01,2349,23,73.7,2022,4749678,6444611,3187,138.56521739130434
476,BRISBANE,CAIRNS,1984-12-01,2548,37,70.6,1391,3544268,5020210,3609,97.54054054054055
477,BRISBANE,CANBERRA,1984-12-01,272,5,45.8,956,260032,567755,594,118.8
478,BRISBANE,DARWIN,1984-12-01,3931,36,75.1,2852,11211212,14928378,5234,145.38888888888889
479,BRISBANE,MACKAY,1984-12-01,1002,37,71.0,797,798594,1124780,1411,38.13513513513514
480,BRISBANE,MELBOURNE,1984-12-01,31252,348,78.9,1381,43159012,54700902,39610,113.82183908045977
481,BRISBANE,PERTH,1984-12-01,811,6,81.3,3615,2931765,3606107,998,166.33333333333334
482,BRISBANE,PROSERPINE,1984-12-01,6269,92,70.3,895,5610755,7981159,8917,96.92391304347827
483,BRISBANE,ROCKHAMPTON,1984-12-01,19088,278,77.5,518,9887584,12758173,24630,88.59712230215827
484,BRISBANE,SYDNEY,1984-12-01,94457,955,75.7,753,71126121,93957888,124778,130.65759162303664
485,BRISBANE,TOWNSVILLE,1984-12-01,33753,370,84.1,1112,37533336,44629413,40134,108.47027027027028
486,BROOME,PERTH,1984-12-01,430,9,70.5,1677,721110,1022851,610,67.77777777777777
487,CAIRNS,SYDNEY,1984-12-01,341,4,75.8,1971,672111,886690,450,112.5
488,CANBERRA,MELBOURNE,1984-12-01,23742,324,63.5,470,11158740,17572819,37389,115.39814814814815
489,CANBERRA,SYDNEY,1984-12-01,37285,666,60.2,236,8799260,14616711,61935,92.99549549549549
490,COFFS HARBOUR,SYDNEY,1984-12-01,6536,169,74.6,443,2895448,3881298,8761,51.84023668639053
491,DARWIN,SYDNEY,1984-12-01,1191,10,82.7,3155,3757605,4543658,1440,144.0
492,DEVONPORT,MELBOURNE,1984-12-01,9120,279,72.7,412,3757440,5168418,12545,44.96415770609319
493,DUBBO,SYDNEY,1984-12-01,5306,138,73.3,310,1644860,2244011,7239,52.45652173913044
494,GOLD COAST,SYDNEY,1984-12-01,36586,456,73.3,680,24878480,33940628,49913,109.45833333333333
495,HOBART,MELBOURNE,1984-12-01,26165,343,73.2,618,16169970,22090123,35745,104.21282798833819
496,KALGOORLIE,PERTH,1984-12-01,5241,206,63.4,538,2819658,4447410,8267,40.13106796116505
497,KARRATHA,PERTH,1984-12-01,8287,223,56.0,1250,10358750,18497768,14798,66.35874439461884
498,LAUNCESTON,MELBOURNE,1984-12-01,34452,555,72.3,476,16399152,22682091,47651,85.85765765765765
499,MELBOURNE,BURNIE,1984-12-01,8132,251,72.6,378,3073896,4234017,11201,44.625498007968126
500,MELBOURNE,GOLD COAST,1984-12-01,13906,132,79.4,1330,18494980,23293426,17514,132.6818181818182
501,MELBOURNE,MILDURA,1984-12-01,2950,295,37.5,457,1348150,3595067,7867,26.667796610169493
